*test row do not delete*,Department of Unit Tests,TRAIN,,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Unit Tests,TRAIN,,,past,
*test row do not delete*,Department of Unit Tests,TRAIN,,,far_future,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,2_current,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,far_future,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,past,
*test row do not delete*,Department of Other Unit Tests,,UPCOM2,,future_2,
,Robinson Center for Young Scholars      ,ACADEMY FOR YOUNG SCH   ,,,,,
,ROMANCE LANGUAGES & LITERATURE          ,FRENCH                  ,,,,,
,ROMANCE LANGUAGES & LITERATURE          ,ITALIAN                 ,,,,,
,ROMANCE LANGUAGES & LITERATURE          ,SPANISH                 ,,,,,
,ROMANCE LANGUAGES & LITERATURE          ,,FRENCH                  ,,,,
,ROMANCE LANGUAGES & LITERATURE          ,,ITALIAN                 ,,,,
,ROMANCE LANGUAGES & LITERATURE          ,,SPANISH                 ,,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,FRENCH STUDIES          ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,HISPANIC STUDIES        ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ITALIAN STUDIES         ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE LANG&LIT        ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE L&L(THRY & CRIT),,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE LANG/LIT(FRENCH),,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE LANG/LIT (ITAL) ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE LANG/LIT (SPAN) ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,ROMANCE L&L (TEXT ST)   ,,,
,ROMANCE LANGUAGES & LITERATURE          ,,,HISPANIC STUDIES        ,,,
,SCANDINAVIAN STUDIES                    ,DANISH                  ,,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,FINNISH                 ,,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,NORWEGIAN               ,,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,SCANDINAVIAN AREA ST    ,,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,SWEDISH                 ,,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,BALTIC STUDIES          ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,DANISH                  ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,ESTONIAN                ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,FINNISH                 ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,LATVIAN                 ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,LITHUANIAN              ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,NORWEGIAN               ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,SCANDINAVIAN AREA ST    ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,SWEDISH                 ,,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,,SCANDINAVIAN(LANG & LIT),sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,,SCAND (AREA STUDIES)    ,sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,,SCAND (THEORY & CRITISM),sea_scand,Yes,
,SCANDINAVIAN STUDIES                    ,,,SCAND (TEXT ST)         ,sea_scand,Yes,
,SCHOOL OF AQUATIC AND FISHERY SCIENCES  ,AQUATIC & FISHERY SCI   ,,,sea_fish,Yes,
,SCHOOL OF AQUATIC AND FISHERY SCIENCES  ,,AQUATIC & FISHERY SCI   ,,sea_fish,Yes,
,SCHOOL OF AQUATIC AND FISHERY SCIENCES  ,,,AQUATIC & FISHERY SCI   ,sea_fish,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,BIORESOURCE SCI & ENGR  ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,BIORS SCI & ENGR (BUS)  ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,ENV SCI & TERR RES MGMT ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,ESRM: RES ECOL & ENV HOR,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,ESRM: LAND ECOL & CONSRV,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,ESRM: SUSTAIN FOR MGMT  ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,ESRM: WILDLIFE CONSERV  ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,FOREST VISITING GRAD    ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,PRE BIORES SCI & ENGR   ,,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,ECOLOGICAL RESTORATION  ,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,ENV SCI & TERR RES MGMT ,,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,FOREST RESOURCES        ,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,ENVIR & FOREST SCIENCES ,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,ENV & FOR SCI & ASTROBIO,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,FOR RES: PEACE CORPS MI ,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,FOR RES:ENVIR HORTICULT ,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,FOR RES: FOREST MGMT    ,public-events-cfr,Yes,
,SCHOOL OF ENVIRONMENTAL & FOREST SCIENCE,,,FOREST VISITING GRAD    ,public-events-cfr,Yes,
,SCHOOL OF LAW                           ,LAW VISITING            ,,,sea_law,Yes,
,SCHOOL OF LAW                           ,,,"INTL BIOETH, SOJU & HLTH",sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW                     ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW                     ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW (ASIAN)             ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW                     ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW                     ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW                     ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW (IP)                ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW (HEALTH)            ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW (GLOBAL BUSINESS)   ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW CONCURRENT          ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW (TAXATION)          ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,LAW VISITING            ,sea_law,Yes,
,SCHOOL OF LAW                           ,,,JURISPRUDENCE           ,sea_law,Yes,
,SCHOOL OF MARINE & ENVIRONMENTAL AFFAIRS,,,SCH OF MARINE AFFAIRS   ,,,
,SCHOOL OF MARINE & ENVIRONMENTAL AFFAIRS,,,SCH OF MARINE AFFAIRS   ,,,
,SCHOOL OF MEDICINE                      ,MEDICINE VISITING       ,,,,,
,SCHOOL OF MEDICINE                      ,,,MEDICINE CONCURRENT     ,,,
,SCHOOL OF OCEANOGRAPHY                  ,OCEANOGRAPHY            ,,,,,
,SCHOOL OF OCEANOGRAPHY                  ,,OCEANOGRAPHY            ,,,,
,SCHOOL OF OCEANOGRAPHY                  ,,,OCEANOGRAPHY            ,,,
,SCHOOL OF OCEANOGRAPHY                  ,,,OCEANOGRAPHY & ASTROBIOL,,,
,SCHOOL OF PHARMACY                      ,VISITING PHARMACY       ,,,,,
,SCHOOL OF PHARMACY                      ,,,BIOMEDICAL REG AFFAIRS  ,,,
,SCHOOL OF PHARMACY                      ,,,COMP EFFECT RESEARCH    ,,,
,SCHOOL OF PHARMACY                      ,,,PHARMACY                ,,,
,SCHOOL OF PHARMACY                      ,,,PHARMACY (MEDICINAL)    ,,,
,SCHOOL OF PHARMACY                      ,,,PHARMACY (PHARMACEUTICS),,,
,SCHOOL OF PHARMACY                      ,,,PHARMACY CONCURRENT     ,,,
eyang93,SCHOOL OF PUBLIC HEALTH                 ,PUBLIC HEALTH           ,,,,,
,SCHOOL OF PUBLIC HEALTH                 ,PRE PUBLIC HEALTH       ,,,,,
,SCHOOL OF PUBLIC HEALTH                 ,VISITING STUDENT PUB HLT,,,,,
,SCHOOL OF PUBLIC HEALTH                 ,,NUTRITIONAL SCIENCES    ,,sea_nutr,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,NUTRITIONAL SCIENCES    ,sea_nutr,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,NUTRITIONAL SCIENCES    ,sea_nutr,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: HLTH BEH & HLTH PROM,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PUB HLTH: HEALTH POLICY ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PUB HLTH: INTL HEALTH   ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: MATERNAL&CHILD HLTH ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: EMERGENCY PREP & RSP,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PUBLIC HEALTH: HIV&STI  ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: BASIC CLINICL RESRCH,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,ADV CLINICAL RES METH   ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,BIOBEHAV CANC PREV&CTRL ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: HEALTH MANAGEMENT   ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: GLB INJ & VIOL PREV ,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PH: GLB HLTH WOM ADOL CH,sea_sph,Yes,
,SCHOOL OF PUBLIC HEALTH                 ,,,PUBLIC HEALTH GENETICS  ,sea_sph,Yes,
,Science for Teachers                    ,,,SCIENCE FOR TEACHERS    ,,,
,"Science, Technology and Society Studies ",,,"SCI, TECH & SOCIETY ST  ",,,
,SECOND LANGUAGE STUDIES                 ,,,SEC AND FOR LANG TEACH  ,,,
,SLAVIC LANGUAGES & LITERATURES          ,"EAST EUR LANG, LIT, CULT",,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,"RUSSIAN LANG, LIT, CULT ",,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,SLAVIC LANG & LIT       ,,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,RUSS LIT/SLAV LIT       ,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,RUSSIAN LANGUAGE        ,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,SLAV LANG               ,,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,,SLAVIC LANG & LIT       ,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,,SLAVIC L&L(THRY & CRIT) ,sea_slavic,No,
,SLAVIC LANGUAGES & LITERATURES          ,,,SLAVIC L&L (TEXT ST)    ,sea_slavic,No,
,SOCIAL WORK                             ,SOCIAL WELFARE (BSW)    ,,,sea_socialwork,Yes,
,SOCIAL WORK                             ,VISITING SOCIAL WORK    ,,,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK             ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (ADMIN PRAC),sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (CYF: ASP)  ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (CYF)       ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,"SOCIAL WORK,EXTENDED DEG",sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (AGP EVEN)  ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (HP: ASP)   ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (H)         ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WELFARE          ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (POL PRACT) ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (AIP)       ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (AP)        ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (AP-ASP)    ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (C-CIP)     ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (C-CIP: ASP),sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (DM)        ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (HMH)       ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (MGC)       ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (I/DP)      ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (MG)        ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (MG: ASP)   ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (MH)        ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,SOCIAL WORK (MH: ASP)   ,sea_socialwork,Yes,
,SOCIAL WORK                             ,,,VISITING SOCIAL WORK    ,sea_socialwork,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,CRIMINAL JUSTICE-TACOMA ,,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,CRIMINAL JUSTICE-TAC ONL,,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,PRE CRIMINAL JUSTICE-TAC,,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,PRE SOCIAL WELFARE - TAC,,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,SOCIAL WELFARE (TACOMA) ,,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,,CRIMINAL JUSTICE -TACOMA,,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,,,SOCIAL WORK - TACOMA    ,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,,,SOCIAL WORK - TACOMA    ,tac_social-work,Yes,
,SOCIAL WORK (TACOMA CAMPUS)             ,,,PRE SOCIAL WELFARE - TAC,tac_social-work,Yes,
,SOCIAL WORK/PUBLIC HEALTH               ,,,SOCIAL WRK/PUBLIC HEALTH,,,
narmin27,SOCIOLOGY                               ,SOCIOLOGY               ,,,sea_soc,Yes,
,SOCIOLOGY                               ,"SOC: LAW, SOC, & SOC POL",,,sea_soc,Yes,
,SOCIOLOGY                               ,SOC: INDIV & SOCIETY    ,,,sea_soc,Yes,
,SOCIOLOGY                               ,SOC: SOCIAL ORGS        ,,,sea_soc,Yes,
,SOCIOLOGY                               ,SOC: GLOBAL & SOC CHANGE,,,sea_soc,Yes,
,SOCIOLOGY                               ,"SOCIOLOGY,EVENING       ",,,sea_soc,Yes,
,SOCIOLOGY                               ,,,SOCIOLOGY               ,sea_soc,Yes,
,SPECIAL PROGRAM GRADUATE STUDENT        ,,,SPECIAL PROGRAM STUDENT ,,,
,SPEECH & HEARING SCIENCES               ,SPEECH & HEARING SCI    ,,,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,SPEECH&HEARING SCI (CD) ,,,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,SPEECH & HEARING SCI    ,,,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,,,CORE SPCH-LANG PATHOLOGY,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,,,MED SPCH-LANG PATHOLOGY ,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,,,SPEECH & HEARING SCI    ,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,,,AUDIOLOGY               ,sea_sphsc,Yes,
,SPEECH & HEARING SCIENCES               ,,,AUDIOLOGY               ,sea_sphsc,Yes,
,STATISTICAL GENETICS                    ,,,STATISTICAL GENETICS    ,sea_stat,Yes,
,STATISTICS                              ,STATISTICS              ,,,sea_stat,Yes,
,STATISTICS                              ,,STATISTICS              ,,sea_stat,Yes,
,STATISTICS                              ,,,COMPUTATIONAL FINANCE   ,sea_stat,Yes,
,STATISTICS                              ,,,STATISTICS              ,sea_stat,Yes,
,STATISTICS                              ,,,STAT: STAT GENETICS     ,sea_stat,Yes,
,STATISTICS                              ,,,STATISTICS: ADV METHODS ,sea_stat,Yes,
,TACOMA CAMPUS VISITING                  ,TACOMA SPECIAL STUDENT  ,,,,,
,TACOMA CAMPUS VISITING                  ,TACOMA VISITING STUDENT ,,,,,
,TACOMA CAMPUS VISITING                  ,,,TACOMA VISITING STUDENT ,,,
,THE INFORMATION SCHOOL                  ,INFORMATICS             ,,,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,INFORMATICS (HCI)       ,,,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,INFORMATICS (INFO ARCH) ,,,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,INFO (INFO ASSUR & CYBS),,,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFORMATION SCIENCE     ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCIENCE  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCI(LAW) ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCI(LAW) ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCIENCE  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCIENCE  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,"LIS, EVENING DEGREE     ",sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,LIBRARY & INFO SCI (DL) ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFORMATION MANAGEMENT  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFORMATION MANAGEMENT  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFORMATION MANAGEMENT  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFO MGMT (INFO ASSUR)  ,sea_info,Yes,
,THE INFORMATION SCHOOL                  ,,,INFO MGMT (INFO ASSUR)  ,sea_info,Yes,
,TRAINING COURSES                        ,TRAINING                ,,,,,
,TRAINING COURSES                        ,,,TRAINING                ,,,
,URBAN DESIGN & PLANNING                 ,,,URBAN DESIGN & PLAN     ,,,
,URBAN DESIGN AND PLANNING               ,"COM, ENVIR, & PLAN      ",,,,,
,URBAN DESIGN AND PLANNING               ,,URBAN DESIGN & PLANNING ,,,,
,URBAN DESIGN AND PLANNING               ,,,INFRASTR PLAN AND MGT   ,,,
,URBAN DESIGN AND PLANNING               ,,,REAL ESTATE             ,,,
,URBAN DESIGN AND PLANNING               ,,,URBAN DESIGN & PLANNING ,,,
,Urban Planning/Landscape Architecture   ,,,URBP/LARCH CONCURRENT   ,,,
,URBAN PLANNING/PUBLIC ADMINISTRATION    ,,,URBAN PLAN/PUBLIC ADM   ,,,
,URBAN STUDIES - TACOMA                  ,SUSTAIN URBAN DEVELOP   ,,,tac_urban-studies,Yes,
,URBAN STUDIES - TACOMA                  ,URBAN STUDIES           ,,,tac_urban-studies,Yes,
,URBAN STUDIES - TACOMA                  ,PRE SUS URBAN DEVELOP   ,,,tac_urban-studies,Yes,
,URBAN STUDIES - TACOMA                  ,PRE URB (TACOMA)        ,,,tac_urban-studies,Yes,
,URBAN STUDIES - TACOMA                  ,,URBAN STUDIES           ,,tac_urban-studies,Yes,
,URBAN STUDIES - TACOMA                  ,,,GEOSPATIAL TECH (TACOMA),tac_urban-studies,Yes,
